,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,beta,hpv_control_prob
2,2,16.26563903802909,0.207188878134044,7.092570261149035,0.23532804634519966,11.653223741713887,0.5489173175038382,11.591818454252502,0.552551130295192,0.8662892985816985
1,1,37.620778073699235,0.40238588990675517,7.478332259235566,0.823506337435002,5.581480596802025,0.8903945884793778,11.867205417402502,0.1230511465692421,0.5973339439328592
0,0,99.91694778935513,0.9736238712109413,8.37785799340578,0.9781474879719074,9.718527949394918,0.7581830596778167,5.728715964643011,0.6836293737956067,0.006230255204589863
